list,sentence_n,sentence,grammar,first_word,keyword_n,keyword_1,keyword_2,keyword_3,keyword_4,filename,audio_dur
19,13,They’re staying for supper,svoc,pronoun,3,Theyre,staying,supper,,bkbf1913,1318.14059
19,14,The girl held a mirror,svoc,determiner,3,girl,held,mirror,,bkbf1914,1359.773243
19,15,The cup stood on a saucer,svoc,determiner,3,cup,stood,saucer,,bkbf1915,1598.548753
19,16,The cows went to market,svoc,determiner,3,cows,went,market,,bkbf1916,1603.401361
20,1,The boy got into trouble,svoc,determiner,3,boy,got,trouble,,bkbf2001,1502.176871
20,2,They’re going out,sva,pronoun,3,Theyre,going,out,,bkbf2002,1026.575964
20,3,The football hit the goalpost,svoc,determiner,3,football,hit,goalpost,,bkbf2003,1721.043084
20,4,He paid his bill,svoc,pronoun,3,He,paid,bill,,bkbf2004,1161.723356
20,5,The teacloth's quite wet,sv,determiner,3,teacloths,quite,wet,,bkbf2005,1656.00907
20,6,A cat jumped off the fence,svoc,determiner,4,cat,jumped,off,fence,bkbf2006,1768.163265
20,7,The baby has blue eyes,svoc,determiner,3,baby,blue,eyes,,bkbf2007,1654.104308
20,8,They sat on a wooden bench,svoc,pronoun,4,They,sat,wooden,bench,bkbf2008,1707.120181
20,9,Mother made some curtains,svoc,noun,3,Mother,made,curtains,,bkbf2009,1521.269841
20,10,The oven's too hot,sv,determiner,3,ovens,too,hot,,bkbf2010,1289.251701
20,11,The girl caught a cold,svoc,determiner,3,girl,caught,cold,,bkbf2011,1471.70068
20,12,The raincoat's hanging up,sva,determiner,3,raincoats,hanging,up,,bkbf2012,1516.281179
20,13,She brushed her hair,svoc,pronoun,3,She,brushed,hair,,bkbf2013,1130.884354
20,14,The two children are laughing,sv,determiner,3,two,children,laughing,,bkbf2014,1717.097506
20,15,The man tied his scarf,svoc,determiner,3,man,tied,scarf,,bkbf2015,1565.487528
20,16,The flower stands in a pot,svoc,determiner,3,flower,stands,pot,,bkbf2016,1609.52381
21,1,The pepper pot was empty,sv,determiner,3,pepper,pot,empty,,bkbf2101,1509.705215
21,2,The dog drank from a bowl,svoc,determiner,3,dog,drank,bowl,,bkbf2102,1550.839002
21,3,A girl came into the room,svoc,determiner,3,girl,came,room,,bkbf2103,1525.941043
21,4,They’re pushing an old car,svoc,pronoun,4,Theyre,pushing,old,car,bkbf2104,1493.968254
21,5,The cat caught a mouse,svoc,determiner,3,cat,caught,mouse,,bkbf2105,1610.657596
21,6,The road goes up a hill,svoc,determiner,4,road,goes,up,hill,bkbf2106,1338.14059
21,7,She made her bed,svoc,pronoun,3,She,made,bed,,bkbf2107,1200.136054
21,8,Bananas are yellow fruit,svoc,noun,3,Bananas,yellow,fruit,,bkbf2108,1794.920635
21,9,The cow lies on the grass,svoc,determiner,3,cow,lies,grass,,bkbf2109,1737.913832
21,10,The egg cups are on the table,svoc,determiner,3,egg,cups,table,,bkbf2110,1642.312925
21,11,He frightened his sister,svoc,pronoun,3,He,frightened,sister,,bkbf2111,1448.843537
21,12,The cricket team's playing,sv,determiner,3,cricket,teams,playing,,bkbf2112,1528.979592
21,13,The father picked some pears,svoc,determiner,3,father,picked,pears,,bkbf2113,1689.569161
21,14,The kettle boiled quickly,sva,determiner,3,kettle,boiled,quickly,,bkbf2114,1576.054422
21,15,The man’s painting a sign,svoc,determiner,3,mans,painting,sign,,bkbf2115,1498.594104
21,16,They lost some money,svoc,pronoun,3,They,lost,money,,bkbf2116,1027.210884
